"Vorwahl";"Ortsnetz";"10_oder_11";"Losgr";"Sum_RNB";"Stand"
"08081";"Dorfen Stadt";11;4;895;"07.10.2008"
"08082";"Schwindegg";1011;3;187;"07.10.2008"
"08083";"Isen";11;4;1557;"07.10.2008"
"08084";"Taufkirchen Vils";1011;3;187;"07.10.2008"
"08085";"Sankt Wolfgang";1011;4;247;"07.10.2008"
"08086";"Buchbach Oberbay";1011;4;299;"07.10.2008"
"08091";"Kirchseeon";11;4;1748;"07.10.2008"
"08092";"Grafing b MÅnchen";11;4;640;"07.10.2008"
"08093";"Glonn  Kr Ebersberg";1011;3;183;"07.10.2008"
"08094";"Steinhîring";1011;3;187;"07.10.2008"
"08095";"Aying";1011;4;220;"07.10.2008"
"08102";"Hîhenkirchen-Siegertsbrunn";1011;4;244;"07.10.2008"
"08104";"Sauerlach";1011;4;231;"07.10.2008"
"08105";"Gilching";1011;4;261;"07.10.2008"
"08106";"Vaterstetten";11;4;951;"07.10.2008"
"0811";"Hallbergmoos";1011;30;6133;"07.10.2008"
"08121";"Markt Schwaben";11;4;1368;"07.10.2008"
"08122";"Erding";11;4;1033;"07.10.2008"
"08123";"Moosinning";1011;10;469;"07.10.2008"
"08124";"Forstern Oberbay";1011;10;470;"07.10.2008"
"08131";"Dachau";11;4;1861;"07.10.2008"
"08133";"Haimhausen Oberbay";1011;4;221;"07.10.2008"
"08134";"Odelzhausen";1011;3;184;"07.10.2008"
"08135";"Sulzemoos";1011;4;251;"07.10.2008"
"08136";"Markt Indersdorf";1011;3;181;"07.10.2008"
"08137";"Petershausen";1011;3;185;"07.10.2008"
"08138";"Schwabhausen b Dachau";1011;4;233;"07.10.2008"
"08139";"Rîhrmoos";1011;3;191;"07.10.2008"
"08141";"FÅrstenfeldbruck";11;4;1858;"07.10.2008"
"08142";"Olching";11;4;792;"07.10.2008"
"08143";"Inning a Ammersee";1011;4;209;"07.10.2008"
"08144";"Grafrath";1011;4;258;"07.10.2008"
"08145";"Mammendorf";1011;4;249;"07.10.2008"
"08146";"Moorenweis";1011;4;249;"07.10.2008"
"08151";"Starnberg";11;4;1365;"07.10.2008"
"08152";"Herrsching a Ammersee";11;4;1098;"07.10.2008"
"08153";"Wessling";1011;4;290;"07.10.2008"
"08157";"Feldafing";1011;3;200;"07.10.2008"
"08158";"Tutzing";1011;3;188;"07.10.2008"
"08161";"Freising";11;4;1813;"07.10.2008"
"08165";"Neufahrn b Freising";11;4;1396;"07.10.2008"
"08166";"Allershausen Oberbay";1011;4;268;"07.10.2008"
"08167";"Zolling";1011;4;207;"07.10.2008"
"08168";"Attenkirchen";1011;4;207;"07.10.2008"
"08170";"Stra·lach-Dingharting";1011;4;295;"07.10.2008"
"08171";"Wolfratshausen";1011;3;193;"07.10.2008"
"08176";"Egling b Wolfratshausen";1011;10;362;"07.10.2008"
"08177";"MÅnsing Starnberger See";1011;4;265;"07.10.2008"
"08178";"Icking";1011;4;306;"07.10.2008"
"08179";"Eurasburg a d Loisach";1011;4;294;"07.10.2008"
"08191";"Landsberg a Lech";11;4;574;"07.10.2008"
"08192";"Schondorf a Ammersee";1011;4;297;"07.10.2008"
"08193";"Geltendorf";11;4;1568;"07.10.2008"
"08194";"Vilgertshofen";1011;3;184;"07.10.2008"
"08195";"Weil Kr Landsberg a Lech";11;4;1629;"07.10.2008"
"08196";"PÅrgen";1011;4;267;"07.10.2008"
"08202";"Althegnenberg";1011;4;283;"07.10.2008"
"08203";"Grossaitingen";1011;4;342;"07.10.2008"
"08204";"Mickhausen";1011;4;256;"07.10.2008"
"08205";"Dasing";1011;4;227;"07.10.2008"
"08206";"Egling a d Paar";1011;4;208;"07.10.2008"
"08207";"Affing";1011;3;197;"07.10.2008"
"08208";"Eurasburg b Augsburg";1011;4;228;"07.10.2008"
"0821";"Augsburg";1011;30;2540;"07.10.2008"
"08221";"GÅnzburg";11;4;670;"07.10.2008"
"08222";"Burgau Schwab";1011;4;207;"07.10.2008"
"08223";"Ichenhausen";1011;4;206;"07.10.2008"
"08224";"Offingen Donau";1011;4;302;"07.10.2008"
"08225";"Jettingen-Scheppach";1011;4;258;"07.10.2008"
"08226";"Bibertal";1011;3;175;"07.10.2008"
"08230";"Gablingen";1011;4;286;"07.10.2008"
"08231";"Kînigsbrunn b Augsburg";11;4;1484;"07.10.2008"
"08232";"SchwabmÅnchen";11;4;880;"07.10.2008"
"08233";"Kissing";11;4;1216;"07.10.2008"
"08234";"Bobingen";11;4;1034;"07.10.2008"
"08236";"Fischach";1011;4;209;"07.10.2008"
"08237";"Aindling";1011;3;190;"07.10.2008"
"08238";"Gessertshausen";1011;4;257;"07.10.2008"
"08239";"Langenneufnach";1011;4;326;"07.10.2008"
"08241";"Buchloe";11;4;952;"07.10.2008"
"08243";"Fuchstal";11;4;1609;"07.10.2008"
"08245";"TÅrkheim Wertach";1011;4;243;"07.10.2008"
"08246";"Waal";1011;3;173;"07.10.2008"
"08247";"Bad Wîrishofen";11;4;1123;"07.10.2008"
"08248";"Lamerdingen";1011;3;200;"07.10.2008"
"08249";"Ettringen  Wertach";1011;4;215;"07.10.2008"
"08250";"Hilgertshausen-Tandern";1011;4;280;"07.10.2008"
"08251";"Aichach";11;4;954;"07.10.2008"
"08252";"Schrobenhausen";11;4;896;"07.10.2008"
"08253";"Pîttmes";1011;4;281;"07.10.2008"
"08254";"AltomÅnster";1011;3;176;"07.10.2008"
"08257";"Inchenhofen";1011;3;179;"07.10.2008"
"08258";"Sielenbach";1011;4;232;"07.10.2008"
"08259";"Schiltberg";1011;4;215;"07.10.2008"
"08261";"Mindelheim";11;4;1429;"07.10.2008"
"08262";"Mittelneufnach";1011;4;208;"07.10.2008"
"08263";"Breitenbrunn Schwab";1011;4;244;"07.10.2008"
"08265";"Pfaffenhausen Schwab";1011;4;237;"07.10.2008"
"08266";"Kirchheim i Schw";1011;3;196;"07.10.2008"
"08267";"Dirlewang";1011;10;469;"07.10.2008"
"08268";"Tussenhausen";1011;4;266;"07.10.2008"
"08269";"Unteregg b Mindelheim";1011;4;307;"07.10.2008"
"08271";"Meitingen";11;4;1542;"07.10.2008"
"08272";"Wertingen";1011;4;228;"07.10.2008"
"08273";"Nordendorf";1011;10;359;"07.10.2008"
"08274";"Buttenwiesen";1011;4;301;"07.10.2008"
"08276";"Baar Schwaben";1011;3;156;"07.10.2008"
"08281";"Thannhausen Schwab";1011;4;269;"07.10.2008"
"08282";"Krumbach Schwaben";1011;3;179;"07.10.2008"
"08283";"Neuburg a d Kammel";1011;3;175;"07.10.2008"
"08284";"Ziemetshausen";1011;4;234;"07.10.2008"
"08285";"Burtenbach";1011;4;246;"07.10.2008"
"08291";"Zusmarshausen";1011;3;167;"07.10.2008"
"08292";"Dinkelscherben";1011;4;258;"07.10.2008"
"08293";"Welden b Augsburg";1011;4;248;"07.10.2008"
"08294";"Horgau";1011;3;186;"07.10.2008"
"08295";"AltenmÅnster Schwab";1011;4;265;"07.10.2008"
"08296";"Villenbach";1011;3;168;"07.10.2008"
"08302";"Gîrisried";1011;4;271;"07.10.2008"
"08303";"Waltenhofen";1011;4;249;"07.10.2008"
"08304";"Wildpoldsried";1011;3;171;"07.10.2008"
"08306";"Ronsberg";1011;4;339;"07.10.2008"
"0831";"Kempten AllgÑu";1011;30;4052;"07.10.2008"
"08320";"Missen-Wilhams";1011;10;399;"07.10.2008"
"08321";"Sonthofen";11;4;1072;"07.10.2008"
"08322";"Oberstdorf";11;4;685;"07.10.2008"
"08323";"Immenstadt i AllgÑu";1011;3;153;"07.10.2008"
"08324";"Hindelang";1011;3;192;"07.10.2008"
"08325";"Oberstaufen-Thalkirchdorf";1011;10;352;"07.10.2008"
"08326";"Fischen  i AllgÑu";1011;4;207;"07.10.2008"
"08327";"Rettenberg";1011;4;274;"07.10.2008"
"08328";"Balderschwang";1011;10;690;"07.10.2008"
"08330";"Legau";1011;4;277;"07.10.2008"
"08331";"Memmingen";11;4;1136;"07.10.2008"
"08332";"Ottobeuren";1011;3;170;"07.10.2008"
"08333";"Babenhausen Schwab";1011;3;158;"07.10.2008"
"08334";"Bad Grînenbach";1011;3;159;"07.10.2008"
"08335";"Fellheim";1011;3;177;"07.10.2008"
"08336";"Erkheim";1011;2;150;"07.10.2008"
"08337";"Altenstadt Iller";1011;3;192;"07.10.2008"
"08338";"Bîhen";1011;10;614;"07.10.2008"
"08340";"Baisweil";1011;10;493;"07.10.2008"
"08341";"Kaufbeuren";11;4;241;"07.10.2008"
"08342";"Marktoberdorf";11;4;1547;"07.10.2008"
"08343";"Aitrang";1011;4;254;"07.10.2008"
"08344";"Westendorf b Kaufbeuren";1011;3;196;"07.10.2008"
"08345";"Stîttwang";11;4;1529;"07.10.2008"
"08346";"Pforzen";11;4;1458;"07.10.2008"
"08347";"Friesenried";1011;4;286;"07.10.2008"
"08348";"Bidingen";1011;10;416;"07.10.2008"
"08349";"Stîtten a Auerberg";1011;4;298;"07.10.2008"
"08361";"Nesselwang";1011;4;211;"07.10.2008"
"08362";"FÅssen";11;4;924;"07.10.2008"
"08363";"Pfronten";1011;3;194;"07.10.2008"
"08364";"Seeg";11;4;1407;"07.10.2008"
"08365";"Wertach";1011;4;241;"07.10.2008"
"08366";"Oy-Mittelberg";1011;4;206;"07.10.2008"
"08367";"Ro·haupten Forggensee";1011;4;211;"07.10.2008"
"08368";"Halblech";1011;4;220;"07.10.2008"
"08369";"RÅckholz";1011;10;632;"07.10.2008"
"08370";"Wiggensbach";1011;3;183;"07.10.2008"
"08372";"ObergÅnzburg";11;4;1589;"07.10.2008"
"08373";"Altusried";1011;3;188;"07.10.2008"
"08374";"Dietmannsried";11;4;1047;"07.10.2008"
"08375";"Weitnau";1011;4;202;"07.10.2008"
"08376";"Sulzberg AllgÑu";1011;3;175;"07.10.2008"
"08377";"Unterthingau";1011;4;274;"07.10.2008"
"08378";"Buchenberg b Kempten";1011;4;284;"07.10.2008"
"08379";"Waltenhofen-Oberdorf";1011;3;198;"07.10.2008"
"08380";"Achberg";1011;10;358;"07.10.2008"
"08381";"Lindenberg  i AllgÑu";11;4;1311;"07.10.2008"
"08382";"Lindau Bodensee";11;4;869;"07.10.2008"
"08383";"GrÅnenbach AllgÑu";1011;4;291;"07.10.2008"
"08384";"Rîthenbach AllgÑu";1011;4;251;"07.10.2008"
"08385";"Hergatz";1011;4;249;"07.10.2008"
"08386";"Oberstaufen";1011;4;251;"07.10.2008"
"08387";"Weiler-Simmerberg";1011;3;178;"07.10.2008"
"08388";"Hergensweiler";1011;4;282;"07.10.2008"
"08389";"Weissensberg";1011;4;272;"07.10.2008"
"08392";"Markt Rettenbach";1011;4;230;"07.10.2008"
"08393";"HolzgÅnz";1011;4;329;"07.10.2008"
"08394";"Lautrach";1011;4;264;"07.10.2008"
"08395";"Tannheim WÅrtt";1011;4;219;"07.10.2008"
"08402";"MÅnchsmÅnster";1011;4;282;"07.10.2008"
"08403";"Pfîrring";1011;4;239;"07.10.2008"
"08404";"Oberdolling";1011;4;229;"07.10.2008"
"08405";"Stammham b Ingolstadt";1011;3;164;"07.10.2008"
"08406";"Bîhmfeld";1011;4;224;"07.10.2008"
"08407";"Grossmehring";1011;4;258;"07.10.2008"
"0841";"Ingolstadt Donau";1011;10;2212;"07.10.2008"
"08421";"EichstÑtt Bay";11;4;987;"07.10.2008"
"08422";"Dollnstein";1011;3;169;"07.10.2008"
"08423";"Titting";1011;3;198;"07.10.2008"
"08424";"Nassenfels";1011;4;214;"07.10.2008"
"08426";"Walting Kr EichstÑtt";1011;10;422;"07.10.2008"
"08427";"Wellheim";1011;4;284;"07.10.2008"
"08431";"Neuburg  a d Donau";11;4;662;"07.10.2008"
"08432";"Burgheim";1011;4;237;"07.10.2008"
"08433";"Kînigsmoos";1011;3;167;"07.10.2008"
"08434";"Rennertshofen";1011;4;223;"07.10.2008"
"08435";"Ehekirchen";1011;4;217;"07.10.2008"
"08441";"Pfaffenhofen a d Ilm";11;4;756;"07.10.2008"
"08442";"Wolnzach";1011;4;225;"07.10.2008"
"08443";"Hohenwart Paar";1011;4;204;"07.10.2008"
"08444";"Schweitenkirchen";1011;4;219;"07.10.2008"
"08445";"Gerolsbach";1011;4;248;"07.10.2008"
"08446";"Pîrnbach";1011;4;204;"07.10.2008"
"08450";"Ingolstadt-Zuchering";11;4;552;"07.10.2008"
"08452";"Geisenfeld";11;4;1498;"07.10.2008"
"08453";"Reichertshofen Oberbay";1011;4;234;"07.10.2008"
"08454";"Karlshuld";11;4;1660;"07.10.2008"
"08456";"Lenting";1011;4;226;"07.10.2008"
"08457";"Vohburg a d Donau";1011;4;239;"07.10.2008"
"08458";"Gaimersheim";1011;3;165;"07.10.2008"
"08459";"Manching";1011;4;247;"07.10.2008"
"08460";"Berching-Holnstein";1011;10;424;"07.10.2008"
"08461";"Beilngries";1011;4;247;"07.10.2008"
"08462";"Berching";1011;3;188;"07.10.2008"
"08463";"Greding";1011;4;207;"07.10.2008"
"08464";"Dietfurt a d AltmÅhl";1011;4;237;"07.10.2008"
"08465";"Kipfenberg";1011;4;211;"07.10.2008"
"08466";"Denkendorf Oberbay";1011;4;233;"07.10.2008"
"08467";"Kinding";1011;4;284;"07.10.2008"
"08468";"Altmannstein-Pondorf";1011;4;319;"07.10.2008"
"08469";"Freystadt-Burggriesbach";1011;4;226;"07.10.2008"
"08501";"Thyrnau";1011;4;215;"07.10.2008"
"08502";"FÅrstenzell";1011;4;225;"07.10.2008"
"08503";"Neuhaus a Inn";1011;4;310;"07.10.2008"
"08504";"Tittling";1011;3;190;"07.10.2008"
"08505";"Hutthurm";1011;4;227;"07.10.2008"
"08506";"Bad Hîhenstadt";1011;4;335;"07.10.2008"
"08507";"Neuburg a Inn";1011;4;350;"07.10.2008"
"08509";"Ruderting";1011;4;207;"07.10.2008"
"0851";"Passau";1011;30;2668;"07.10.2008"
"08531";"Pocking";1011;4;271;"07.10.2008"
"08532";"Griesbach i Rottal";1011;4;208;"07.10.2008"
"08533";"RotthalmÅnster";1011;4;273;"07.10.2008"
"08534";"Tettenweis";1011;4;280;"07.10.2008"
"08535";"Haarbach";1011;4;310;"07.10.2008"
"08536";"Kî·larn";1011;4;284;"07.10.2008"
"08537";"Bad FÅssing-Aigen";1011;4;218;"07.10.2008"
"08538";"Pocking-Hartkirchen";1011;4;213;"07.10.2008"
"08541";"Vilshofen Niederbay";1011;3;156;"07.10.2008"
"08542";"Ortenburg";1011;4;229;"07.10.2008"
"08543";"Aidenbach";1011;4;246;"07.10.2008"
"08544";"Eging a See";1011;4;248;"07.10.2008"
"08545";"Hofkirchen Bay";1011;4;253;"07.10.2008"
"08546";"Windorf-Otterskirchen";1011;4;249;"07.10.2008"
"08547";"Osterhofen-Gergweis";1011;3;164;"07.10.2008"
"08548";"Vilshofen-Sandbach";1011;10;411;"07.10.2008"
"08549";"Vilshofen-Pleinting";1011;4;261;"07.10.2008"
"08550";"Philippsreut";1011;10;432;"07.10.2008"
"08551";"Freyung";1011;4;235;"07.10.2008"
"08552";"Grafenau Niederbay";1011;4;206;"07.10.2008"
"08553";"Spiegelau";1011;4;242;"07.10.2008"
"08554";"Schînberg Niederbay";1011;4;283;"07.10.2008"
"08555";"Perlesreut";1011;3;194;"07.10.2008"
"08556";"HaidmÅhle";1011;10;484;"07.10.2008"
"08557";"Mauth";1011;4;296;"07.10.2008"
"08558";"Hohenau Niederbay";1011;4;252;"07.10.2008"
"08561";"Pfarrkirchen Niederbay";1011;3;189;"07.10.2008"
"08562";"Triftern";1011;3;174;"07.10.2008"
"08563";"Bad Birnbach Rottal";1011;4;220;"07.10.2008"
"08564";"Johanniskirchen";1011;4;230;"07.10.2008"
"08565";"Dietersburg-Baumgarten";1011;4;314;"07.10.2008"
"08571";"Simbach a Inn";11;4;754;"07.10.2008"
"08572";"Tann Niederbay";1011;3;168;"07.10.2008"
"08573";"Ering";1011;4;296;"07.10.2008"
"08574";"Wittibreut";1011;4;285;"07.10.2008"
"08581";"Waldkirchen Niederbay";1011;4;242;"07.10.2008"
"08582";"Rîhrnbach";1011;4;231;"07.10.2008"
"08583";"Neureichenau";1011;4;252;"07.10.2008"
"08584";"Breitenberg Niederbay";1011;4;240;"07.10.2008"
"08585";"Grainet";1011;4;225;"07.10.2008"
"08586";"Hauzenberg";1011;4;265;"07.10.2008"
"08591";"Obernzell";1011;4;273;"07.10.2008"
"08592";"Wegscheid Niederbay";1011;3;171;"07.10.2008"
"08593";"Untergriesbach";1011;4;334;"07.10.2008"
"0861";"Traunstein";1011;30;2695;"07.10.2008"
"08621";"Trostberg";11;4;1403;"07.10.2008"
"08622";"Tacherting- Peterskirchen";1011;10;354;"07.10.2008"
"08623";"Kirchweidach";1011;3;175;"07.10.2008"
"08624";"Obing";1011;10;498;"07.10.2008"
"08628";"Kienberg Oberbay";1011;4;327;"07.10.2008"
"08629";"Palling";1011;4;328;"07.10.2008"
"08630";"Oberneukirchen";1011;10;447;"07.10.2008"
"08631";"MÅhldorf a Inn";11;4;970;"07.10.2008"
"08633";"TÅ·ling";1011;4;264;"07.10.2008"
"08634";"Garching a d Alz";11;4;1410;"07.10.2008"
"08635";"Pleiskirchen";1011;4;304;"07.10.2008"
"08636";"Ampfing";1011;4;206;"07.10.2008"
"08637";"Lohkirchen";1011;10;402;"07.10.2008"
"08638";"Waldkraiburg";11;4;1003;"07.10.2008"
"08639";"Neumarkt-Sankt Veit";1011;4;275;"07.10.2008"
"08640";"Reit Im Winkl";1011;10;420;"07.10.2008"
"08641";"Grassau Kr Traunstein";1011;4;235;"07.10.2008"
"08642";"öbersee";1011;4;214;"07.10.2008"
"08649";"Schleching";1011;4;278;"07.10.2008"
"08650";"Marktschellenberg";1011;4;317;"07.10.2008"
"08651";"Bad Reichenhall";11;4;858;"07.10.2008"
"08652";"Berchtesgaden";11;4;1078;"07.10.2008"
"08654";"Freilassing";11;4;921;"07.10.2008"
"08656";"Anger";1011;3;185;"07.10.2008"
"08657";"Ramsau b Berchtesgaden";1011;4;301;"07.10.2008"
"08661";"GrabenstÑtt Chiemsee";1011;4;205;"07.10.2008"
"08662";"Siegsdorf Kr Traunstein";1011;4;281;"07.10.2008"
"08663";"Ruhpolding";1011;4;276;"07.10.2008"
"08664";"Chieming";1011;4;214;"07.10.2008"
"08665";"Inzell";1011;3;177;"07.10.2008"
"08666";"Teisendorf";1011;3;198;"07.10.2008"
"08667";"Seeon-Seebruck";1011;4;232;"07.10.2008"
"08669";"Traunreut";11;4;1608;"07.10.2008"
"08670";"Reischach Kr Altîtting";1011;3;198;"07.10.2008"
"08671";"Altîtting";11;4;1324;"07.10.2008"
"08677";"Burghausen Salzach";1011;3;173;"07.10.2008"
"08678";"Marktl";1011;3;177;"07.10.2008"
"08679";"Burgkirchen a d Alz";1011;3;164;"07.10.2008"
"08681";"Waging a See";11;4;1248;"07.10.2008"
"08682";"Laufen Salzach";1011;3;160;"07.10.2008"
"08683";"Tittmoning";1011;3;199;"07.10.2008"
"08684";"Fridolfing";11;4;1377;"07.10.2008"
"08685";"Kirchanschîring";1011;10;383;"07.10.2008"
"08686";"Petting";1011;10;590;"07.10.2008"
"08687";"Taching-Tengling";1011;4;275;"07.10.2008"
"08702";"Wîrth a d Isar";11;4;1286;"07.10.2008"
"08703";"Essenbach";11;4;1696;"07.10.2008"
"08704";"Altdorf-Pfettrach";1011;4;231;"07.10.2008"
"08705";"Altfraunhofen";1011;3;199;"07.10.2008"
"08706";"Vilsheim";1011;4;233;"07.10.2008"
"08707";"Adlkofen";1011;3;186;"07.10.2008"
"08708";"Weihmichl-Unterneuhausen";1011;4;231;"07.10.2008"
"08709";"Eching Niederbay";1011;3;182;"07.10.2008"
"0871";"Landshut";1011;30;2816;"07.10.2008"
"08721";"Eggenfelden";11;4;971;"07.10.2008"
"08722";"Gangkofen";1011;4;256;"07.10.2008"
"08723";"Arnstorf";1011;4;310;"07.10.2008"
"08724";"Massing";1011;4;262;"07.10.2008"
"08725";"Wurmannsquick";1011;4;256;"07.10.2008"
"08726";"Schînau Niederbay";1011;4;235;"07.10.2008"
"08727";"Falkenberg Niederbay";1011;3;193;"07.10.2008"
"08728";"Geratskirchen";1011;4;217;"07.10.2008"
"08731";"Dingolfing";11;4;625;"07.10.2008"
"08732";"Frontenhausen";1011;3;181;"07.10.2008"
"08733";"Mengkofen";1011;4;281;"07.10.2008"
"08734";"Reisbach Niederbay";1011;3;174;"07.10.2008"
"08735";"Gangkofen-Kollbach";1011;4;340;"07.10.2008"
"08741";"Vilsbiburg";11;4;1564;"07.10.2008"
"08742";"Velden Vils";1011;4;222;"07.10.2008"
"08743";"Geisenhausen";1011;3;183;"07.10.2008"
"08744";"Gerzen";1011;4;201;"07.10.2008"
"08745";"Bodenkirchen";1011;4;230;"07.10.2008"
"08751";"Mainburg";1011;4;221;"07.10.2008"
"08752";"Au i d Hallertau";11;4;1539;"07.10.2008"
"08753";"Elsendorf Niederbay";1011;3;188;"07.10.2008"
"08754";"Volkenschwand";1011;3;182;"07.10.2008"
"08756";"Nandlstadt";1011;4;230;"07.10.2008"
"08761";"Moosburg a d Isar";11;4;965;"07.10.2008"
"08762";"Wartenberg Oberbay";1011;3;193;"07.10.2008"
"08764";"Mauern Kr Freising";1011;4;249;"07.10.2008"
"08765";"Bruckberg Niederbay";1011;3;200;"07.10.2008"
"08766";"Gammelsdorf";1011;10;392;"07.10.2008"
"08771";"Ergoldsbach";1011;4;293;"07.10.2008"
"08772";"Mallersdorf-Pfaffenberg";1011;3;186;"07.10.2008"
"08773";"Neufahrn i NB";1011;4;245;"07.10.2008"
"08774";"Bayerbach b Ergoldsbach";1011;4;255;"07.10.2008"
"08781";"Rottenburg a d Laaber";1011;3;185;"07.10.2008"
"08782";"Pfeffenhausen";1011;3;194;"07.10.2008"
"08783";"Rohr i NB";1011;4;295;"07.10.2008"
"08784";"Hohenthann";1011;4;269;"07.10.2008"
"08785";"Rottenburg-Oberroning";1011;10;493;"07.10.2008"
"08801";"Seeshaupt";1011;3;161;"07.10.2008"
"08802";"Huglfing";1011;4;254;"07.10.2008"
"08803";"Peissenberg";11;4;1464;"07.10.2008"
"08805";"Hohenpeissenberg";1011;4;224;"07.10.2008"
"08806";"Utting a Ammersee";1011;4;261;"07.10.2008"
"08807";"Die·en a Ammersee";11;4;1216;"07.10.2008"
"08808";"PÑhl";1011;4;315;"07.10.2008"
"08809";"Wessobrunn";1011;3;185;"07.10.2008"
"0881";"Weilheim i OB";1011;10;1852;"07.10.2008"
"08821";"Garmisch-Partenkirchen";11;4;581;"07.10.2008"
"08822";"Oberammergau";1011;4;250;"07.10.2008"
"08823";"Mittenwald";1011;4;313;"07.10.2008"
"08824";"Oberau Loisach";1011;4;223;"07.10.2008"
"08825";"KrÅn";1011;4;224;"07.10.2008"
"08841";"Murnau a Staffelsee";11;4;608;"07.10.2008"
"08845";"Bad Kohlgrub";11;4;1148;"07.10.2008"
"08846";"Uffing a Staffelsee";1011;4;250;"07.10.2008"
"08847";"Obersîchering";1011;3;166;"07.10.2008"
"08851";"Kochel a See";1011;4;238;"07.10.2008"
"08856";"Penzberg";11;4;477;"07.10.2008"
"08857";"Benediktbeuern";1011;3;179;"07.10.2008"
"08858";"Kochel-Walchensee";1011;10;526;"07.10.2008"
"08860";"Bernbeuren";1011;4;208;"07.10.2008"
"08861";"Schongau";11;4;522;"07.10.2008"
"08862";"Steingaden Oberbay";1011;4;264;"07.10.2008"
"08867";"Rottenbuch Oberbay";1011;3;189;"07.10.2008"
"08868";"Schwabsoien";1011;4;203;"07.10.2008"
"08869";"Kinsau";1011;4;206;"07.10.2008"
"089";"MÅnchen";1011;30;23273;"07.10.2008"
"0906";"Donauwîrth";1011;10;1993;"07.10.2008"
"09070";"Tapfheim";1011;3;161;"07.10.2008"
"09071";"Dillingen a d Donau";11;4;652;"07.10.2008"
"09072";"Lauingen Donau";1011;4;278;"07.10.2008"
"09073";"Gundelfingen a d Donau";1011;4;220;"07.10.2008"
"09074";"HîchstÑdt a d Donau";1011;3;163;"07.10.2008"
"09075";"Glîtt";1011;4;264;"07.10.2008"
"09076";"Wittislingen";1011;3;191;"07.10.2008"
"09077";"Bachhagel";1011;4;270;"07.10.2008"
"09078";"Mertingen";1011;4;210;"07.10.2008"
"09080";"Harburg Schwaben";1011;4;227;"07.10.2008"
"09081";"Nîrdlingen";11;4;269;"07.10.2008"
"09082";"Oettingen i Bay";1011;4;323;"07.10.2008"
"09083";"Mîttingen";1011;4;271;"07.10.2008"
"09084";"Bissingen Schwab";1011;4;287;"07.10.2008"
"09085";"Alerheim";1011;4;316;"07.10.2008"
"09086";"Fremdingen";1011;4;282;"07.10.2008"
"09087";"Marktoffingen";1011;4;215;"07.10.2008"
"09088";"Mînchsdeggingen";1011;4;204;"07.10.2008"
"09089";"Bissingen-Unterringingen";1011;4;250;"07.10.2008"
"09090";"Rain Lech";1011;4;344;"07.10.2008"
"09091";"Monheim Schwab";1011;4;206;"07.10.2008"
"09092";"Wemding";1011;4;231;"07.10.2008"
"09093";"Polsingen";1011;10;395;"07.10.2008"
"09094";"Tagmersheim";1011;4;216;"07.10.2008"
"09097";"Marxheim";1011;10;505;"07.10.2008"
"09099";"Kaisheim";1011;10;429;"07.10.2008"
"09101";"Langenzenn";1011;3;161;"07.10.2008"
"09102";"Wilhermsdorf";1011;4;219;"07.10.2008"
"09103";"Cadolzburg";1011;3;183;"07.10.2008"
"09104";"Emskirchen";1011;3;193;"07.10.2008"
"09105";"Grosshabersdorf";1011;4;215;"07.10.2008"
"09106";"Markt Erlbach";1011;4;206;"07.10.2008"
"09107";"Trautskirchen";1011;3;190;"07.10.2008"
"0911";"NÅrnberg";1011;10;2158;"07.10.2008"
"09120";"Leinburg";1011;3;199;"07.10.2008"
"09122";"Schwabach";11;4;1262;"07.10.2008"
"09123";"Lauf a d Pegnitz";11;4;1260;"07.10.2008"
"09126";"Eckental";11;4;873;"07.10.2008"
"09127";"Rosstal Mittelfr";1011;4;338;"07.10.2008"
"09128";"Feucht";11;4;1203;"07.10.2008"
"09129";"Wendelstein";11;4;634;"07.10.2008"
"09131";"Erlangen";11;4;660;"07.10.2008"
"09132";"Herzogenaurach";11;4;862;"07.10.2008"
"09133";"Baiersdorf Mittelfr";11;4;1834;"07.10.2008"
"09134";"Neunkirchen a Brand";1011;3;200;"07.10.2008"
"09135";"He·dorf Mittelfr";1011;3;155;"07.10.2008"
"09141";"Wei·enburg i Bay";11;4;1424;"07.10.2008"
"09142";"Treuchtlingen";11;4;1344;"07.10.2008"
"09143";"Pappenheim Mittelfr";1011;4;273;"07.10.2008"
"09144";"Pleinfeld";1011;3;185;"07.10.2008"
"09145";"Solnhofen";1011;10;362;"07.10.2008"
"09146";"Markt Berolzheim";1011;4;264;"07.10.2008"
"09147";"Nennslingen";1011;4;230;"07.10.2008"
"09148";"Ettenstatt";1011;4;239;"07.10.2008"
"09149";"Weissenburg-Suffersheim";1011;10;539;"07.10.2008"
"09151";"Hersbruck";11;4;1033;"07.10.2008"
"09152";"Hartenstein Mittelfr";1011;4;210;"07.10.2008"
"09153";"Schnaittach";1011;4;228;"07.10.2008"
"09154";"Pommelsbrunn";1011;10;519;"07.10.2008"
"09155";"Simmelsdorf";1011;3;185;"07.10.2008"
"09156";"Neuhaus a d Pegnitz";1011;4;261;"07.10.2008"
"09157";"Alfeld Mittelfr";1011;4;210;"07.10.2008"
"09158";"Offenhausen Mittelfr";1011;4;263;"07.10.2008"
"09161";"Neustadt a d Aisch";11;4;1205;"07.10.2008"
"09162";"Scheinfeld";1011;4;287;"07.10.2008"
"09163";"Dachsbach";1011;3;196;"07.10.2008"
"09164";"Langenfeld Mittelfr";1011;4;249;"07.10.2008"
"09165";"Sugenheim";1011;4;227;"07.10.2008"
