Ortsnetzkennzahl;Ortsnetzname;StelligkeitNZE;StelligkeitNZZ;Losgroesse;KennzeichenHRNBbeantragbar;LetzteAenderungStelligkeit;LetzteAenderungLosgroesse
7472;Rottenburg am Neckar;11;11;10000;False;12.02.2007;01.01.1998
7473;Mössingen;11;11;10000;False;12.02.2007;01.01.1998
7474;Haigerloch;11;11;10000;False;30.04.2010;30.04.2010
7475;Burladingen;11;11;10000;False;30.04.2010;30.04.2010
7476;Bisingen;11;11;10000;False;30.04.2010;30.04.2010
7477;Jungingen b Hechingen;11;11;10000;False;30.04.2010;30.04.2010
7478;Hirrlingen;11;11;10000;False;30.04.2010;30.04.2010
7482;Horb-Dettingen;11;11;10000;False;30.04.2010;30.04.2010
7483;Horb-Mühringen;11;11;10000;False;30.04.2010;30.04.2010
7484;Simmersfeld;11;11;10000;False;29.04.2010;29.04.2010
7485;Empfingen;11;11;10000;False;30.04.2010;30.04.2010
7486;Horb-Altheim;11;11;10000;False;30.04.2010;30.04.2010
7502;Wolpertswende;11;11;10000;False;30.04.2010;30.04.2010
7503;Wilhelmsdorf Württ;11;11;10000;False;30.04.2010;30.04.2010
7504;Horgenzell;11;11;10000;False;30.04.2010;30.04.2010
7505;Fronreute;11;11;10000;False;30.04.2010;30.04.2010
7506;Wangen-Leupolz;11;11;10000;False;29.04.2010;29.04.2010
751;Ravensburg;11;11;10000;False;30.04.2010;30.04.2010
7520;Bodnegg;11;11;10000;False;29.04.2010;29.04.2010
7522;Wangen im Allgäu;11;11;10000;False;12.02.2007;01.01.1998
7524;Bad Waldsee;11;11;10000;False;04.12.2006;01.01.1998
7525;Aulendorf;11;11;10000;False;30.04.2010;30.04.2010
7527;Wolfegg;11;11;10000;False;29.04.2010;29.04.2010
7528;Neukirch b Tettnang;11;11;10000;False;29.04.2010;29.04.2010
7529;Waldburg Württ;11;11;10000;False;30.04.2010;30.04.2010
7531;Konstanz;11;11;10000;False;28.02.2005;01.01.1998
7532;Meersburg;11;11;10000;False;30.04.2010;30.04.2010
7533;Allensbach;11;11;10000;False;02.04.2007;01.01.1998
7534;Reichenau Baden;11;11;10000;False;29.04.2010;29.04.2010
7541;Friedrichshafen;11;11;10000;False;12.02.2007;01.01.1998
7542;Tettnang;11;11;10000;False;04.09.2006;01.01.1998
7543;Kressbronn am Bodensee;11;11;10000;False;12.02.2007;01.01.1998
7544;Markdorf;11;11;10000;False;12.02.2007;01.01.1998
7545;Immenstaad am Bodensee;11;11;10000;False;30.04.2010;30.04.2010
7546;Oberteuringen;11;11;10000;False;30.04.2010;30.04.2010
7551;Überlingen Bodensee;11;11;10000;False;04.09.2006;01.01.1998
7552;Pfullendorf;11;11;10000;False;02.04.2007;01.01.1998
7553;Salem Baden;11;11;10000;False;04.12.2006;01.01.1998
7554;Heiligenberg Baden;11;11;10000;False;12.02.2007;01.01.1998
7555;Deggenhausertal;11;11;10000;False;30.04.2010;30.04.2010
7556;Uhldingen-Mühlhofen;11;11;10000;False;30.04.2010;30.04.2010
7557;Herdwangen-Schönach;11;11;10000;False;30.04.2010;30.04.2010
7558;Illmensee;11;11;10000;False;29.04.2010;29.04.2010
7561;Leutkirch im Allgäu;11;11;10000;False;12.02.2007;01.01.1998
7562;Isny im Allgäu;11;11;10000;False;30.04.2010;30.04.2010
7563;Kisslegg;11;11;10000;False;30.04.2010;30.04.2010
7564;Bad Wurzach;11;11;10000;False;30.04.2010;30.04.2010
7565;Aichstetten Kr Ravensburg;11;11;10000;False;29.04.2010;29.04.2010
7566;Argenbühl;11;11;10000;False;30.04.2010;30.04.2010
7567;Leutkirch-Friesenhofen;11;11;10000;False;30.04.2010;30.04.2010
7568;Bad Wurzach-Hauerz;11;11;10000;False;29.04.2010;29.04.2010
7569;Isny-Eisenbach;11;11;10000;False;29.04.2010;29.04.2010
7570;Sigmaringen-Gutenstein;11;11;10000;False;29.04.2010;29.04.2010
7571;Sigmaringen;11;11;10000;False;30.04.2010;30.04.2010
7572;Mengen Württ;11;11;10000;False;30.04.2010;30.04.2010
7573;Stetten am kalten Markt;11;11;10000;False;30.04.2010;30.04.2010
7574;Gammertingen;11;11;10000;False;30.04.2010;30.04.2010
7575;Messkirch;11;11;10000;False;30.04.2010;30.04.2010
7576;Krauchenwies;11;11;10000;False;30.04.2010;30.04.2010
7577;Veringenstadt;11;11;10000;False;30.04.2010;30.04.2010
7578;Wald Hohenz;11;11;10000;False;30.04.2010;30.04.2010
7579;Schwenningen Baden;11;11;10000;False;30.04.2010;30.04.2010
7581;Saulgau;11;11;10000;False;04.12.2006;01.01.1998
7582;Bad Buchau;11;11;10000;False;30.04.2010;30.04.2010
7583;Bad Schussenried;11;11;10000;False;30.04.2010;30.04.2010
7584;Altshausen;11;11;10000;False;30.04.2010;30.04.2010
7585;Ostrach;11;11;10000;False;30.04.2010;30.04.2010
7586;Herbertingen;11;11;10000;False;30.04.2010;30.04.2010
7587;Hosskirch;11;11;10000;False;30.04.2010;30.04.2010
7602;Oberried Breisgau;11;11;10000;False;29.04.2010;29.04.2010
761;Freiburg im Breisgau;11;11;10000;False;30.04.2010;30.04.2010
7620;Schopfheim-Gersbach;11;11;10000;False;29.04.2010;29.04.2010
7621;Lörrach;11;11;10000;False;12.05.2003;01.01.1998
7622;Schopfheim;11;11;3000;False;01.07.2001;29.04.2010
7623;Rheinfelden Baden;11;11;10000;False;04.12.2006;01.01.1998
7624;Grenzach-Wyhlen;11;11;10000;False;12.02.2007;01.01.1998
7625;Zell im Wiesental;11;11;10000;False;30.04.2010;30.04.2010
7626;Kandern;11;11;10000;False;04.12.2006;01.01.1998
7627;Steinen Kr Lörrach;11;11;10000;False;30.04.2010;30.04.2010
7628;Efringen-Kirchen;11;11;10000;False;18.06.2007;01.01.1998
7629;Tegernau Baden;11;11;10000;False;30.04.2010;30.04.2010
7631;Müllheim Baden;11;11;10000;False;04.12.2006;01.01.1998
7632;Badenweiler;11;11;10000;False;30.04.2010;30.04.2010
7633;Staufen im Breisgau;11;11;10000;False;12.05.2003;01.01.1998
7634;Sulzburg;11;11;10000;False;30.04.2010;30.04.2010
7635;Schliengen;11;11;10000;False;04.12.2006;01.01.1998
7636;Münstertal Schwarzwald;11;11;10000;False;12.02.2007;01.01.1998
7641;Emmendingen;11;11;10000;False;12.05.2003;01.01.1998
7642;Endingen Kaiserstuhl;11;11;10000;False;12.02.2007;01.01.1998
7643;Herbolzheim Breisgau;11;11;10000;False;02.04.2007;01.01.1998
7644;Kenzingen;11;11;10000;False;12.02.2007;01.01.1998
7645;Freiamt;11;11;10000;False;16.03.2009;01.01.1998
7646;Weisweil Breisgau;11;11;10000;False;29.04.2010;29.04.2010
7651;Titisee-Neustadt;11;11;10000;False;18.06.2007;01.01.1998
7652;Hinterzarten;11;11;10000;False;30.04.2010;30.04.2010
7653;Lenzkirch;11;11;10000;False;03.09.2007;01.01.1998
7654;Löffingen;11;11;10000;False;30.04.2010;30.04.2010
7655;Feldberg-Altglashütten;11;11;10000;False;30.04.2010;30.04.2010
7656;Schluchsee;11;11;10000;False;30.04.2010;30.04.2010
7657;Eisenbach Hochschwarzwald;11;11;10000;False;30.04.2010;30.04.2010
7660;St Peter Schwarzw;11;11;10000;False;30.04.2010;30.04.2010
7661;Kirchzarten;11;11;10000;False;10.12.2007;01.01.1998
7662;Vogtsburg im Kaiserstuhl;11;11;10000;False;30.04.2010;30.04.2010
7663;Eichstetten;11;11;10000;False;12.02.2007;01.01.1998
7664;Freiburg-Tiengen;11;11;10000;False;28.02.2005;01.01.1998
7665;March Breisgau;11;11;10000;False;01.08.2001;01.01.1998
7666;Denzlingen;11;11;10000;False;04.12.2006;01.01.1998
7667;Breisach am Rhein;11;11;10000;False;30.04.2010;30.04.2010
7668;Ihringen;11;11;10000;False;12.02.2007;01.01.1998
7669;St Märgen;11;11;10000;False;30.04.2010;30.04.2010
7671;Todtnau;11;11;10000;False;12.02.2007;01.01.1998
7672;St Blasien;11;11;10000;False;30.04.2010;30.04.2010
7673;Schönau im Schwarzwald;11;11;10000;False;30.04.2010;30.04.2010
7674;Todtmoos;11;11;10000;False;29.04.2010;29.04.2010
7675;Bernau Baden;11;11;10000;False;30.04.2010;30.04.2010
7676;Feldberg Schwarzwald;11;11;10000;False;29.04.2010;29.04.2010
7681;Waldkirch Breisgau;11;11;3000;False;01.07.2001;29.04.2010
7682;Elzach;11;11;10000;False;30.04.2010;30.04.2010
7683;Simonswald;11;11;10000;False;30.04.2010;30.04.2010
7684;Glottertal;11;11;10000;False;30.04.2010;30.04.2010
7685;Gutach-Bleibach;11;11;10000;False;30.04.2010;30.04.2010
7702;Blumberg Baden;11;11;10000;False;18.06.2007;01.01.1998
7703;Bonndorf im Schwarzwald;11;11;10000;False;30.04.2010;30.04.2010
7704;Geisingen Baden;11;11;10000;False;30.04.2010;30.04.2010
7705;Wolterdingen Schwarzw;11;11;10000;False;30.04.2010;30.04.2010
7706;Oberbaldingen;11;11;10000;False;29.04.2010;29.04.2010
7707;Bräunlingen;11;11;10000;False;30.04.2010;30.04.2010
7708;Geisingen-Leipferdingen;11;11;10000;False;29.04.2010;29.04.2010
7709;Wutach;11;11;10000;False;29.04.2010;29.04.2010
771;Donaueschingen;11;11;10000;False;29.04.2010;29.04.2010
7720;Schwenningen a Neckar;11;11;10000;False;05.03.2007;01.01.1998
7721;Villingen i Schwarzw;11;11;10000;False;12.05.2003;01.01.1998
7722;Triberg im Schwarzwald;11;11;10000;False;30.04.2010;30.04.2010
7723;Furtwangen im Schwarzwald;11;11;10000;False;10.12.2007;01.01.1998
7724;St Georgen im Schwarzwald;11;11;10000;False;04.12.2006;01.01.1998
7725;Königsfeld im Schwarzwald;11;11;10000;False;30.04.2010;30.04.2010
7726;Bad Dürrheim;11;11;10000;False;10.12.2007;01.01.1998
7727;Vöhrenbach;11;11;10000;False;29.04.2010;29.04.2010
7728;Niedereschach;11;11;10000;False;30.04.2010;30.04.2010
7729;Tennenbronn;11;11;10000;False;30.04.2010;30.04.2010
7731;Singen Hohentwiel;11;11;10000;False;30.04.2010;30.04.2010
7732;Radolfzell am Bodensee;11;11;10000;False;12.02.2007;01.01.1998
7733;Engen Hegau;11;11;10000;False;30.04.2010;30.04.2010
7734;Gailingen;11;11;10000;False;30.04.2010;30.04.2010
7735;Öhningen;11;11;10000;False;30.04.2010;30.04.2010
7736;Tengen;11;11;10000;False;30.04.2010;30.04.2010
7738;Steisslingen;11;11;10000;False;30.04.2010;30.04.2010
7739;Hilzingen;11;11;10000;False;30.04.2010;30.04.2010
7741;Tiengen Hochrhein;11;11;10000;False;02.04.2007;01.01.1998
7742;Klettgau;11;11;10000;False;30.04.2010;30.04.2010
7743;Ühlingen-Birkendorf;11;11;10000;False;30.04.2010;30.04.2010
7744;Stühlingen;11;11;10000;False;30.04.2010;30.04.2010
7745;Jestetten;11;11;10000;False;30.04.2010;30.04.2010
7746;Wutöschingen;11;11;10000;False;30.04.2010;30.04.2010
7747;Berau;11;11;10000;False;30.04.2010;30.04.2010
7748;Grafenhausen Hochschwarzw;11;11;10000;False;30.04.2010;30.04.2010
7751;Waldshut;11;11;10000;False;12.02.2007;01.01.1998
7753;Albbruck;11;11;10000;False;30.04.2010;30.04.2010
7754;Görwihl;11;11;10000;False;29.04.2010;29.04.2010
7755;Weilheim Kr Waldshut;11;11;10000;False;30.04.2010;30.04.2010
7761;Bad Säckingen;11;11;10000;False;12.05.2003;01.01.1998
7762;Wehr Baden;11;11;10000;False;30.04.2010;30.04.2010
7763;Murg;11;11;10000;False;02.04.2007;01.01.1998
7764;Herrischried;11;11;10000;False;29.04.2010;29.04.2010
7765;Rickenbach Hotzenw;11;11;10000;False;30.04.2010;30.04.2010
7771;Stockach;11;11;10000;False;30.04.2010;30.04.2010
7773;Bodman-Ludwigshafen;11;11;10000;False;29.04.2010;29.04.2010
7774;Eigeltingen;11;11;10000;False;30.04.2010;30.04.2010
7775;Mühlingen;11;11;10000;False;30.04.2010;30.04.2010
7777;Sauldorf;11;11;10000;False;30.04.2010;30.04.2010
7802;Oberkirch Baden;11;11;10000;False;12.02.2007;01.01.1998
7803;Gengenbach;11;11;10000;False;12.02.2007;01.01.1998
7804;Oppenau;11;11;10000;False;30.04.2010;30.04.2010
7805;Appenweier;11;11;10000;False;12.02.2007;01.01.1998
7806;Bad Peterstal-Griesbach;11;11;10000;False;30.04.2010;30.04.2010
7807;Neuried Ortenaukreis;11;11;10000;False;30.04.2010;30.04.2010
7808;Hohberg b Offenburg;11;11;10000;False;30.04.2010;30.04.2010
781;Offenburg;11;11;10000;False;30.04.2010;30.04.2010
7821;Lahr Schwarzwald;11;11;10000;False;10.11.2008;01.01.1998
7822;Ettenheim;11;11;10000;False;04.12.2006;01.01.1998
7823;Seelbach Schutter;11;11;10000;False;30.04.2010;30.04.2010
7824;Schwanau;11;11;10000;False;30.04.2010;30.04.2010
7825;Kippenheim;11;11;10000;False;30.04.2010;30.04.2010
7826;Schuttertal;11;11;10000;False;29.04.2010;29.04.2010
7831;Hausach;11;11;10000;False;30.04.2010;30.04.2010
7832;Haslach im Kinzigtal;11;11;10000;False;16.03.2009;01.01.1998
7833;Hornberg Schwarzwaldbahn;11;11;10000;False;30.04.2010;30.04.2010
7834;Wolfach;11;11;10000;False;30.04.2010;30.04.2010
7835;Zell am Harmersbach;11;11;10000;False;30.04.2010;30.04.2010
7836;Schiltach;11;11;10000;False;30.04.2010;30.04.2010
7837;Oberharmersbach;11;11;10000;False;30.04.2010;30.04.2010
7838;Nordrach;11;11;10000;False;30.04.2010;30.04.2010
7839;Schapbach;11;11;10000;False;29.04.2010;29.04.2010
7841;Achern;11;11;10000;False;12.02.2007;01.01.1998
7842;Kappelrodeck;11;11;10000;False;30.04.2010;30.04.2010
7843;Renchen;11;11;10000;False;30.04.2010;30.04.2010
7844;Rheinau;11;11;10000;False;30.04.2010;30.04.2010
7851;Kehl;11;11;10000;False;12.02.2007;01.01.1998
7852;Willstätt;11;11;10000;False;30.04.2010;30.04.2010
7853;Kehl-Bodersweier;11;11;10000;False;30.04.2010;30.04.2010
7854;Kehl-Goldscheuer;11;11;10000;False;30.04.2010;30.04.2010
7903;Mainhardt;11;11;10000;False;30.04.2010;30.04.2010
7904;Ilshofen;11;11;10000;False;30.04.2010;30.04.2010
7905;Langenburg;11;11;10000;False;29.04.2010;29.04.2010
7906;Braunsbach;11;11;10000;False;29.04.2010;29.04.2010
7907;Schwäbisch Hall-Sulzdorf;11;11;10000;False;30.04.2010;30.04.2010
791;Schwäbisch Hall;11;11;10000;False;29.04.2010;29.04.2010
7930;Boxberg Baden;11;11;10000;False;04.12.2006;01.01.1998
7931;Bad Mergentheim;11;11;10000;False;12.02.2007;01.01.1998
7932;Niederstetten Württ;11;11;10000;False;30.04.2010;30.04.2010
7933;Creglingen;11;11;10000;False;30.04.2010;30.04.2010
7934;Weikersheim;11;11;10000;False;30.04.2010;30.04.2010
7935;Schrozberg;11;11;10000;False;29.04.2010;29.04.2010
7936;Schrozberg-Bartenstein;11;11;10000;False;30.04.2010;30.04.2010
7937;Dörzbach;11;11;10000;False;30.04.2010;30.04.2010
7938;Mulfingen Jagst;11;11;10000;False;30.04.2010;30.04.2010
7939;Schrozberg-Spielbach;11;11;10000;False;29.04.2010;29.04.2010
7940;Künzelsau;11;11;10000;False;10.11.2008;01.01.1998
7941;Öhringen;11;11;10000;False;30.04.2010;30.04.2010
7942;Neuenstein Württ;11;11;10000;False;30.04.2010;30.04.2010
7943;Schöntal Jagst;11;11;10000;False;30.04.2010;30.04.2010
7944;Kupferzell;11;11;10000;False;30.04.2010;30.04.2010
7945;Wüstenrot;11;11;10000;False;30.04.2010;30.04.2010
7946;Bretzfeld;11;11;10000;False;12.02.2007;01.01.1998
7947;Forchtenberg;11;11;10000;False;30.04.2010;30.04.2010
7948;Öhringen-Ohrnberg;11;11;10000;False;30.04.2010;30.04.2010
7949;Pfedelbach-Untersteinbach;11;11;10000;False;30.04.2010;30.04.2010
7950;Schnelldorf;11;11;10000;False;30.04.2010;30.04.2010
7951;Crailsheim;11;11;10000;False;02.04.2007;01.01.1998
7952;Gerabronn;11;11;10000;False;29.04.2010;29.04.2010
7953;Blaufelden;11;11;10000;False;30.04.2010;30.04.2010
7954;Kirchberg an der Jagst;11;11;10000;False;30.04.2010;30.04.2010
7955;Wallhausen Württ;11;11;10000;False;30.04.2010;30.04.2010
7957;Kressberg;11;11;10000;False;30.04.2010;30.04.2010
7958;Rot Am See-Brettheim;11;11;10000;False;30.04.2010;30.04.2010
7959;Frankenhardt;11;11;10000;False;30.04.2010;30.04.2010
7961;Ellwangen Jagst;11;11;10000;False;12.02.2007;01.01.1998
7962;Fichtenau;11;11;10000;False;30.04.2010;30.04.2010
7963;Adelmannsfelden;11;11;10000;False;30.04.2010;30.04.2010
7964;Stödtlen;11;11;10000;False;29.04.2010;29.04.2010
7965;Ellwangen-Röhlingen;11;11;10000;False;30.04.2010;30.04.2010
7966;Unterschneidheim;11;11;10000;False;30.04.2010;30.04.2010
7967;Jagstzell;11;11;10000;False;30.04.2010;30.04.2010
7971;Gaildorf;11;11;10000;False;30.04.2010;30.04.2010
7972;Gschwend b Gaildorf;11;11;10000;False;30.04.2010;30.04.2010
7973;Obersontheim;11;11;10000;False;03.09.2007;01.01.1998
7974;Bühlerzell;11;11;10000;False;30.04.2010;30.04.2010
7975;Untergröningen;11;11;10000;False;30.04.2010;30.04.2010
7976;Sulzbach-Laufen;11;11;10000;False;30.04.2010;30.04.2010
7977;Oberrot b Gaildorf;11;11;10000;False;30.04.2010;30.04.2010
8020;Weyarn;11;11;10000;False;30.04.2010;30.04.2010
8021;Waakirchen;11;11;10000;False;12.02.2007;01.01.1998
8022;Tegernsee;11;11;10000;False;30.10.2006;01.01.1998
8023;Bayrischzell;11;11;10000;False;30.04.2010;30.04.2010
8024;Holzkirchen;11;11;10000;False;12.05.2003;01.01.1998
8025;Miesbach;11;11;10000;False;04.12.2006;01.01.1998
8026;Hausham;11;11;10000;False;04.12.2006;01.01.1998
8027;Dietramszell;11;11;10000;False;30.04.2010;30.04.2010
8028;Fischbachau;11;11;10000;False;30.04.2010;30.04.2010
8029;Kreuth b Tegernsee;11;11;10000;False;30.04.2010;30.04.2010
8031;Rosenheim Oberbay;11;11;10000;False;12.05.2003;01.01.1998
8032;Rohrdorf Kr Rosenheim;11;11;10000;False;29.04.2010;29.04.2010
8033;Oberaudorf;11;11;10000;False;12.02.2007;01.01.1998
8034;Brannenburg;11;11;10000;False;12.02.2007;01.01.1998
8035;Raubling;11;11;10000;False;02.04.2007;01.01.1998
8036;Stephanskirchen Simssee;11;11;10000;False;01.08.2001;01.01.1998
8038;Vogtareuth;11;11;10000;False;30.04.2010;30.04.2010
8039;Rott a Inn;11;11;10000;False;30.10.2006;01.01.1998
8041;Bad Tölz;11;11;5000;False;01.08.2001;29.04.2010
8042;Lenggries;11;11;10000;False;30.04.2010;30.04.2010
8043;Jachenau;11;11;10000;False;29.04.2010;29.04.2010
8045;Lenggries-Fall;11;11;10000;False;29.04.2010;29.04.2010
8046;Bad Heilbrunn;11;11;10000;False;30.04.2010;30.04.2010
8051;Prien a Chiemsee;11;11;10000;False;12.05.2003;01.01.1998
8052;Aschau i Chiemgau;11;11;10000;False;30.04.2010;30.04.2010
8053;Bad Endorf;11;11;10000;False;30.04.2010;30.04.2010
8054;Breitbrunn a Chiemsee;11;11;10000;False;30.04.2010;30.04.2010
8055;Halfing;11;11;10000;False;30.04.2010;30.04.2010
8056;Eggstätt;11;11;10000;False;30.04.2010;30.04.2010
8057;Aschau-Sachrang;11;11;10000;False;29.04.2010;29.04.2010
8061;Bad Aibling;11;11;10000;False;04.09.2006;01.01.1998
8062;Bruckmühl Mangfall;11;11;10000;False;04.09.2006;01.01.1998
8063;Feldkirchen-Westerham;11;11;10000;False;12.02.2007;01.01.1998
8064;Au b Bad Aibling;11;11;10000;False;30.04.2010;30.04.2010
8065;Tuntenhausen-Schönau;11;11;10000;False;04.12.2006;01.01.1998
8066;Bad Feilnbach;11;11;10000;False;30.04.2010;30.04.2010
8067;Tuntenhausen;11;11;10000;False;21.07.2008;01.01.1998
8071;Wasserburg a Inn;11;11;10000;False;04.09.2006;01.01.1998
8072;Haag i OB;11;11;10000;False;12.02.2007;01.01.1998
8073;Gars a Inn;11;11;10000;False;18.06.2007;01.01.1998
8074;Schnaitsee;11;11;10000;False;10.12.2007;01.01.1998
8075;Amerang;11;11;10000;False;21.07.2008;01.01.1998
8076;Pfaffing;11;11;10000;False;03.09.2007;01.01.1998
8081;Dorfen Stadt;11;11;10000;False;04.09.2006;01.01.1998
8082;Schwindegg;11;11;10000;False;30.04.2010;30.04.2010
8083;Isen;11;11;10000;False;12.02.2007;01.01.1998
8084;Taufkirchen Vils;11;11;10000;False;30.04.2010;30.04.2010
8085;Sankt Wolfgang;11;11;10000;False;30.04.2010;30.04.2010
8086;Buchbach Oberbay;11;11;10000;False;30.04.2010;30.04.2010
8091;Kirchseeon;11;11;10000;False;02.04.2007;01.01.1998
8092;Grafing b München;11;11;10000;False;04.09.2006;01.01.1998
8093;Glonn Kr Ebersberg;11;11;10000;False;30.04.2010;30.04.2010
8094;Steinhöring;11;11;10000;False;30.04.2010;30.04.2010
8095;Aying;11;11;10000;False;30.04.2010;30.04.2010
8102;Höhenkirchen-Siegertsbrunn;11;11;10000;False;30.04.2010;30.04.2010
8104;Sauerlach;11;11;10000;False;30.04.2010;30.04.2010
8105;Gilching;11;11;10000;False;30.04.2010;30.04.2010
8106;Vaterstetten;11;11;10000;False;30.10.2006;01.01.1998
811;Hallbergmoos;11;11;10000;False;29.04.2010;29.04.2010
8121;Markt Schwaben;11;11;10000;False;12.02.2007;01.01.1998
8122;Erding;11;11;10000;False;12.05.2003;01.01.1998
8123;Moosinning;11;11;10000;False;29.04.2010;29.04.2010
8124;Forstern Oberbay;11;11;10000;False;29.04.2010;29.04.2010
8131;Dachau;11;11;10000;False;12.02.2007;01.01.1998
8133;Haimhausen Oberbay;11;11;10000;False;30.04.2010;30.04.2010
8134;Odelzhausen;11;11;10000;False;30.04.2010;30.04.2010
8135;Sulzemoos;11;11;10000;False;30.04.2010;30.04.2010
8136;Markt Indersdorf;11;11;10000;False;16.03.2009;01.01.1998
8137;Petershausen;11;11;10000;False;30.04.2010;30.04.2010
8138;Schwabhausen b Dachau;11;11;10000;False;30.04.2010;30.04.2010
8139;Röhrmoos;11;11;10000;False;30.04.2010;30.04.2010
8141;Fürstenfeldbruck;11;11;10000;False;12.02.2007;01.01.1998
8142;Olching;11;11;10000;False;12.05.2003;01.01.1998
8143;Inning a Ammersee;11;11;10000;False;30.04.2010;30.04.2010
8144;Grafrath;11;11;10000;False;30.04.2010;30.04.2010
8145;Mammendorf;11;11;10000;False;30.04.2010;30.04.2010
8146;Moorenweis;11;11;10000;False;30.04.2010;30.04.2010
8151;Starnberg;11;11;10000;False;12.02.2007;01.01.1998
8152;Herrsching a Ammersee;11;11;10000;False;12.02.2007;01.01.1998
8153;Wessling;11;11;10000;False;30.04.2010;30.04.2010
8157;Feldafing;11;11;10000;False;30.04.2010;30.04.2010
8158;Tutzing;11;11;10000;False;30.04.2010;30.04.2010
8161;Freising;11;11;10000;False;12.02.2007;01.01.1998
8165;Neufahrn b Freising;11;11;10000;False;12.02.2007;01.01.1998
8166;Allershausen Oberbay;11;11;10000;False;30.04.2010;30.04.2010
8167;Zolling;11;11;10000;False;30.04.2010;30.04.2010
8168;Attenkirchen;11;11;10000;False;30.04.2010;30.04.2010
8170;Straßlach-Dingharting;11;11;10000;False;30.04.2010;30.04.2010
8171;Wolfratshausen;11;11;10000;False;16.03.2009;01.01.1998
8176;Egling b Wolfratshausen;11;11;10000;False;29.04.2010;29.04.2010
8177;Münsing Starnberger See;11;11;10000;False;30.04.2010;30.04.2010
8178;Icking;11;11;10000;False;30.04.2010;30.04.2010
8179;Eurasburg a d Loisach;11;11;10000;False;30.04.2010;30.04.2010
8191;Landsberg a Lech;11;11;10000;False;12.05.2003;01.01.1998
8192;Schondorf a Ammersee;11;11;10000;False;30.04.2010;30.04.2010
8193;Geltendorf;11;11;10000;False;18.06.2007;01.01.1998
8194;Vilgertshofen;11;11;10000;False;30.04.2010;30.04.2010
8195;Weil Kr Landsberg a Lech;11;11;10000;False;12.02.2007;01.01.1998
8196;Pürgen;11;11;10000;False;30.04.2010;30.04.2010
8202;Althegnenberg;11;11;10000;False;30.04.2010;30.04.2010
8203;Grossaitingen;11;11;10000;False;30.04.2010;30.04.2010
8204;Mickhausen;11;11;10000;False;30.04.2010;30.04.2010
8205;Dasing;11;11;10000;False;30.04.2010;30.04.2010
8206;Egling a d Paar;11;11;10000;False;30.04.2010;30.04.2010
8207;Affing;11;11;10000;False;30.04.2010;30.04.2010
8208;Eurasburg b Augsburg;11;11;10000;False;30.04.2010;30.04.2010
821;Augsburg;11;11;10000;False;30.04.2010;30.04.2010
8221;Günzburg;11;11;10000;False;28.02.2005;01.01.1998
8222;Burgau Schwab;11;11;10000;False;30.04.2010;30.04.2010
8223;Ichenhausen;11;11;10000;False;30.04.2010;30.04.2010
8224;Offingen Donau;11;11;10000;False;30.04.2010;30.04.2010
8225;Jettingen-Scheppach;11;11;10000;False;30.04.2010;30.04.2010
8226;Bibertal;11;11;10000;False;30.04.2010;30.04.2010
8230;Gablingen;11;11;10000;False;30.04.2010;30.04.2010
8231;Königsbrunn b Augsburg;11;11;10000;False;12.02.2007;01.01.1998
8232;Schwabmünchen;11;11;10000;False;04.09.2006;01.01.1998
8233;Kissing;11;11;10000;False;12.02.2007;01.01.1998
8234;Bobingen;11;11;10000;False;12.02.2007;01.01.1998
8236;Fischach;11;11;10000;False;30.04.2010;30.04.2010
8237;Aindling;11;11;10000;False;30.04.2010;30.04.2010
8238;Gessertshausen;11;11;10000;False;30.04.2010;30.04.2010
8239;Langenneufnach;11;11;10000;False;30.04.2010;30.04.2010
8241;Buchloe;11;11;10000;False;04.12.2006;01.01.1998
8243;Fuchstal;11;11;10000;False;12.02.2007;01.01.1998
8245;Türkheim Wertach;11;11;10000;False;30.04.2010;30.04.2010
8246;Waal;11;11;10000;False;30.04.2010;30.04.2010
8247;Bad Wörishofen;11;11;10000;False;12.02.2007;01.01.1998
8248;Lamerdingen;11;11;10000;False;30.04.2010;30.04.2010
8249;Ettringen Wertach;11;11;10000;False;30.04.2010;30.04.2010
8250;Hilgertshausen-Tandern;11;11;10000;False;30.04.2010;30.04.2010
8251;Aichach;11;11;10000;False;12.02.2007;01.01.1998
8252;Schrobenhausen;11;11;10000;False;04.09.2006;01.01.1998
8253;Pöttmes;11;11;10000;False;30.04.2010;30.04.2010
8254;Altomünster;11;11;10000;False;30.04.2010;30.04.2010
8257;Inchenhofen;11;11;10000;False;30.04.2010;30.04.2010
8258;Sielenbach;11;11;10000;False;30.04.2010;30.04.2010
8259;Schiltberg;11;11;10000;False;30.04.2010;30.04.2010
8261;Mindelheim;11;11;10000;False;03.03.2008;01.01.1998
8262;Mittelneufnach;11;11;10000;False;30.04.2010;30.04.2010
8263;Breitenbrunn Schwab;11;11;10000;False;30.04.2010;30.04.2010
8265;Pfaffenhausen Schwab;11;11;10000;False;30.04.2010;30.04.2010
8266;Kirchheim i Schw;11;11;10000;False;30.04.2010;30.04.2010
8267;Dirlewang;11;11;10000;False;29.04.2010;29.04.2010
8268;Tussenhausen;11;11;10000;False;30.04.2010;30.04.2010
8269;Unteregg b Mindelheim;11;11;10000;False;30.04.2010;30.04.2010
8271;Meitingen;11;11;10000;False;18.06.2007;01.01.1998
8272;Wertingen;11;11;10000;False;30.04.2010;30.04.2010
8273;Nordendorf;11;11;10000;False;29.04.2010;29.04.2010
